gender,pclass,survived
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
women,2nd class,0
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
man,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
women,2nd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,1
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
man,3rd class,0
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,1
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
women,3rd class,0
